Profiles of file: D:\Results\VW\Conti_1019\ICAS1 - Einzelkomponenten\Marvell-Switch\Oberseite\Linien\20191113_151753\025\Default0001.frt
xrange = [0.000000000000 m, 0.0378409830739 m]
xsize = 0.0378409830739 m
yrange = - 
ysize = -
zrange = [3.05185094760E-007 m, 0.00522751548814 m ]
zsize = 0.00522721030305 m
xpoints = 1515
ypoints = 1
- end of header -
Profile 7	 	
x [m]	z [m]	
x0 = 0.180859997869	y0=0.177671998739	
x1 = 0.151360005140	y1=0.153971999884

0.000000000000 		8.42310861538E-005	
2.49940443025E-005 	8.36207159642E-005	
4.99880886049E-005 	0.000120853297525	
7.49821329074E-005 	9.27762688070E-005	
9.99761772098E-005 	0.000102237006745	
0.000124970221512 	9.82696005127E-005	
0.000149964265815 	8.81984923856E-005	
0.000174958310117 	7.81273842586E-005	
0.000199952354420 	9.30814539018E-005	
0.000224946398722 	9.85747856075E-005	
0.000249940443025 	9.43021942808E-005	
0.000274934487327 	9.58281197546E-005	
0.000299928531629 	9.73540452284E-005	
0.000324922575932 	9.73540452284E-005	
0.000349916620234 	9.03347880490E-005	
0.000374910664537 	9.67436750389E-005	
0.000399904708839 	9.24710837123E-005	
0.000424898753142 	0.000102237006745	
0.000449892797444 	0.000105899227882	
0.000474886841747 	8.94192327647E-005	
0.000499880886049 	0.000108035523545	
0.000524874930351 	9.70488601337E-005	
0.000549868974654 	9.64384899442E-005	
0.000574863018956 	0.000120242927335	
0.000599857063259 	8.75881221961E-005	
0.000624851107561 	7.93481246376E-005	
0.000649845151864 	9.30814539018E-005	
0.000674839196166 	0.000110782189398	
0.000699833240469 	8.94192327647E-005	
0.000724827284771 	9.73540452284E-005	
0.000749821329074 	9.55229346599E-005	
0.000774815373376 	9.73540452284E-005	
0.000799809417678 	0.000101321451460	
0.000824803461981 	0.000103152562029	
0.000849797506283 	9.64384899442E-005	
0.000874791550586 	8.42310861538E-005	
0.000899785594888 	9.79644154180E-005	
0.000924779639191 	8.66725669118E-005	
0.000949773683493 	8.69777520066E-005	
0.000974767727796 	9.39970091861E-005	
0.000999761772098 	9.52177495651E-005	
0.00102475581640 	8.91140476699E-005	
0.00104974986070 	0.000110782189398	
0.00107474390501 	0.000103762932218	
0.00109973794931 	9.06399731437E-005	
0.00112473199361 	8.97244178594E-005	
0.00114972603791 	9.43021942808E-005	
0.00117472008222 	8.51466414380E-005	
0.00119971412652 	9.79644154180E-005	
0.00122470817082 	9.70488601337E-005	
0.00124970221512 	0.000104983672597	
0.00127469625942 	8.69777520066E-005	
0.00129969030373 	9.39970091861E-005	
0.00132468434803 	9.21658986175E-005	
0.00134967839233 	9.06399731437E-005	
0.00137467243663 	9.43021942808E-005	
0.00139966648094 	9.79644154180E-005	
0.00142466052524 	8.45362712485E-005	
0.00144965456954 	9.61333048494E-005	
0.00147464861384 	9.24710837123E-005	
0.00149964265815 	0.000111392559587	
0.00152463670245 	8.81984923856E-005	
0.00154963074675 	0.000101931821650	
0.00157462479105 	7.93481246376E-005	
0.00159961883536 	0.000100711081271	
0.00162461287966 	9.67436750389E-005	
0.00164960692396 	9.00296029542E-005	
0.00167460096826 	9.18607135228E-005	
0.00169959501257 	8.20947904904E-005	
0.00172458905687 	0.000104678487503	
0.00174958310117 	0.000116580706198	
0.00177457714547 	8.39259010590E-005	
0.00179957118978 	9.67436750389E-005	
0.00182456523408 	9.27762688070E-005	
0.00184955927838 	8.48414563433E-005	
0.00187455332268 	0.000116275521104	
0.00189954736699 	9.30814539018E-005	
0.00192454141129 	9.70488601337E-005	
0.00194953545559 	8.63673818171E-005	
0.00197452949989 	9.06399731437E-005	
0.00199952354420 	7.53807184057E-005	
0.00202451758850 	0.000118106631672	
0.00204951163280 	0.000111392559587	
0.00207450567710 	9.09451582385E-005	
0.00209949972141 	9.33866389966E-005	
0.00212449376571 	9.43021942808E-005	
0.00214948781001 	9.43021942808E-005	
0.00217448185431 	8.81984923856E-005	
0.00219947589862 	9.97955259865E-005	
0.00222446994292 	8.48414563433E-005	
0.00224946398722 	9.49125644704E-005	
0.00227445803152 	9.43021942808E-005	
0.00229945207583 	8.66725669118E-005	
0.00232444612013 	0.000112002929777	
0.00234944016443 	9.09451582385E-005	
0.00237443420873 	8.54518265328E-005	
0.00239942825304 	8.20947904904E-005	
0.00242442229734 	9.70488601337E-005	
0.00244941634164 	9.27762688070E-005	
0.00247441038594 	9.49125644704E-005	
0.00249940443025 	9.94903408918E-005	
0.00252439847455 	8.85036774804E-005	
0.00254939251885 	8.91140476699E-005	
0.00257438656315 	7.66014587848E-005	
0.00259938060745 	0.000103457747124	
0.00262437465176 	0.000100405896176	
0.00264936869606 	9.76592303232E-005	
0.00267436274036 	8.75881221961E-005	
0.00269935678466 	9.43021942808E-005	
0.00272435082897 	8.57570116276E-005	
0.00274934487327 	9.15555284280E-005	
0.00277433891757 	9.18607135228E-005	
0.00279933296187 	8.42310861538E-005	
0.00282432700618 	0.000100711081271	
0.00284932105048 	0.000100405896176	
0.00287431509478 	0.000100405896176	
0.00289930913908 	8.81984923856E-005	
0.00292430318339 	9.00296029542E-005	
0.00294929722769 	9.43021942808E-005	
0.00297429127199 	9.61333048494E-005	
0.00299928531629 	8.91140476699E-005	
0.00302427936060 	9.06399731437E-005	
0.00304927340490 	9.18607135228E-005	
0.00307426744920 	0.000116885891293	
0.00309926149350 	9.30814539018E-005	
0.00312425553781 	8.85036774804E-005	
0.00314924958211 	0.000101626636555	
0.00317424362641 	7.93481246376E-005	
0.00319923767071 	8.39259010590E-005	
0.00322423171502 	0.000122989593188	
0.00324922575932 	0.000108951078829	
0.00327421980362 	9.03347880490E-005	
0.00329921384792 	9.24710837123E-005	
0.00332420789223 	9.58281197546E-005	
0.00334920193653 	8.14844203009E-005	
0.00337419598083 	8.57570116276E-005	
0.00339919002513 	0.000102542191839	
0.00342418406944 	0.000120242927335	
0.00344917811374 	8.57570116276E-005	
0.00347417215804 	0.000110782189398	
0.00349916620234 	9.12503433332E-005	
0.00352416024665 	8.57570116276E-005	
0.00354915429095 	8.48414563433E-005	
0.00357414833525 	9.33866389966E-005	
0.00359914237955 	8.91140476699E-005	
0.00362413642386 	8.30103457747E-005	
0.00364913046816 	9.33866389966E-005	
0.00367412451246 	8.78933072909E-005	
0.00369911855676 	7.75170140690E-005	
0.00372411260107 	9.79644154180E-005	
0.00374910664537 	9.88799707022E-005	
0.00377410068967 	8.72829371014E-005	
0.00379909473397 	8.42310861538E-005	
0.00382408877827 	8.51466414380E-005	
0.00384908282258 	8.17896053957E-005	
0.00387407686688 	7.81273842586E-005	
0.00389907091118 	8.45362712485E-005	
0.00392406495548 	9.39970091861E-005	
0.00394905899979 	9.36918240913E-005	
0.00397405304409 	8.72829371014E-005	
0.00399904708839 	8.23999755852E-005	
0.00402404113269 	9.12503433332E-005	
0.00404903517700 	8.45362712485E-005	
0.00407402922130 	8.85036774804E-005	
0.00409902326560 	9.24710837123E-005	
0.00412401730990 	7.93481246376E-005	
0.00414901135421 	8.51466414380E-005	
0.00417400539851 	9.64384899442E-005	
0.00419899944281 	9.52177495651E-005	
0.00422399348711 	8.72829371014E-005	
0.00424898753142 	8.30103457747E-005	
0.00427398157572 	8.51466414380E-005	
0.00429897562002 	0.000102847376934	
0.00432396966432 	8.36207159642E-005	
0.00434896370863 	8.14844203009E-005	
0.00437395775293 	8.08740501114E-005	
0.00439895179723 	8.11792352062E-005	
0.00442394584153 	8.66725669118E-005	
0.00444893988584 	7.90429395428E-005	
0.00447393393014 	8.14844203009E-005	
0.00449892797444 	9.43021942808E-005	
0.00452392201874 	9.79644154180E-005	
0.00454891606305 	9.09451582385E-005	
0.00457391010735 	7.75170140690E-005	
0.00459890415165 	8.51466414380E-005	
0.00462389819595 	9.06399731437E-005	
0.00464889224026 	8.51466414380E-005	
0.00467388628456 	9.39970091861E-005	
0.00469888032886 	7.81273842586E-005	
0.00472387437316 	9.55229346599E-005	
0.00474886841747 	8.66725669118E-005	
0.00477386246177 	9.91851557970E-005	
0.00479885650607 	9.43021942808E-005	
0.00482385055037 	8.51466414380E-005	
0.00484884459468 	8.51466414380E-005	
0.00487383863898 	8.02636799219E-005	
0.00489883268328 	9.03347880490E-005	
0.00492382672758 	9.15555284280E-005	
0.00494882077189 	8.78933072909E-005	
0.00497381481619 	8.57570116276E-005	
0.00499880886049 	0.000100405896176	
0.00502380290479 	9.61333048494E-005	
0.00504879694910 	8.02636799219E-005	
0.00507379099340 	8.05688650166E-005	
0.00509878503770 	8.33155308695E-005	
0.00512377908200 	9.61333048494E-005	
0.00514877312630 	9.06399731437E-005	
0.00517376717061 	8.36207159642E-005	
0.00519876121491 	8.81984923856E-005	
0.00522375525921 	7.90429395428E-005	
0.00524874930351 	7.99584948271E-005	
0.00527374334782 	8.60621967223E-005	
0.00529873739212 	8.05688650166E-005	
0.00532373143642 	8.51466414380E-005	
0.00534872548072 	8.78933072909E-005	
0.00537371952503 	9.06399731437E-005	
0.00539871356933 	8.05688650166E-005	
0.00542370761363 	7.56859035005E-005	
0.00544870165793 	7.81273842586E-005	
0.00547369570224 	7.93481246376E-005	
0.00549868974654 	8.97244178594E-005	
0.00552368379084 	9.12503433332E-005	
0.00554867783514 	7.56859035005E-005	
0.00557367187945 	7.56859035005E-005	
0.00559866592375 	8.20947904904E-005	
0.00562365996805 	9.06399731437E-005	
0.00564865401235 	8.14844203009E-005	
0.00567364805666 	8.02636799219E-005	
0.00569864210096 	7.78221991638E-005	
0.00572363614526 	7.87377544481E-005	
0.00574863018956 	8.75881221961E-005	
0.00577362423387 	8.69777520066E-005	
0.00579861827817 	9.18607135228E-005	
0.00582361232247 	8.33155308695E-005	
0.00584860636677 	8.75881221961E-005	
0.00587360041108 	8.05688650166E-005	
0.00589859445538 	9.21658986175E-005	
0.00592358849968 	9.64384899442E-005	
0.00594858254398 	8.51466414380E-005	
0.00597357658829 	8.45362712485E-005	
0.00599857063259 	7.29392376476E-005	
0.00602356467689 	9.52177495651E-005	
0.00604855872119 	8.66725669118E-005	
0.00607355276550 	0.000109256263924	
0.00609854680980 	9.36918240913E-005	
0.00612354085410 	8.75881221961E-005	
0.00614853489840 	8.23999755852E-005	
0.00617352894271 	9.36918240913E-005	
0.00619852298701 	8.78933072909E-005	
0.00622351703131 	9.64384899442E-005	
0.00624851107561 	8.02636799219E-005	
0.00627350511992 	0.000108645893735	
0.00629849916422 	7.47703482162E-005	
0.00632349320852 	8.57570116276E-005	
0.00634848725282 	7.66014587848E-005	
0.00637348129712 	7.96533097324E-005	
0.00639847534143 	9.30814539018E-005	
0.00642346938573 	8.97244178594E-005	
0.00644846343003 	7.75170140690E-005	
0.00647345747433 	9.30814539018E-005	
0.00649845151864 	8.72829371014E-005	
0.00652344556294 	7.90429395428E-005	
0.00654843960724 	8.02636799219E-005	
0.00657343365154 	8.63673818171E-005	
0.00659842769585 	9.12503433332E-005	
0.00662342174015 	0.000101016266366	
0.00664841578445 	8.66725669118E-005	
0.00667340982875 	8.42310861538E-005	
0.00669840387306 	7.11081270791E-005	
0.00672339791736 	9.33866389966E-005	
0.00674839196166 	7.69066438795E-005	
0.00677338600596 	7.99584948271E-005	
0.00679838005027 	8.39259010590E-005	
0.00682337409457 	7.01925717948E-005	
0.00684836813887 	6.04266487625E-005	
0.00687336218317 	5.12710959197E-005	
0.00689835622748 	9.58281197546E-005	
0.00692335027178 	0.000997650074770	
0.00694834431608 	0.000921964171270	
0.00697333836038 	0.000968657490768	
0.00699833240469 	0.000960722678304	
